FID,name,operator_t,isced_leve,Lat,log,Remarks
174,Valley Public Higher Secondary School,private,higher_secondary,27.74985383,85.35262166, 
35,Vibes College,private,college,27.67334145,85.37668062, 
43,Vidyarthi Niketan,government,higher_secondary,27.67222754,85.42964169, 
391,Vinayak College of Health Science,private,college,27.7039376,85.34367618, 
135,Vishwa Niketan Higher Secondary School,government,higher_secondary,27.69290904,85.31189154, 
30,Welhams College,private,college,27.67254539,85.31564207, 
165,Whitefield English Boarding School,private,higher_secondary,27.71045745,85.30608927, 
265,Whitefield International College,private,college,27.71554995,85.30301817, 
59,Wigan & Leigh College,private,college,27.7081465,85.33915498, 
84,Xavier International College,private,college,27.71397275,85.337049, 
8,Yeti Health Science Academy,private,college,27.73555975,85.32814959, 
